strat_id;date;protection;rendement;M1;C1
6;19/04/2015;60;0.0025726301516;0,6967;0,3033
5;19/04/2015;50;0.0029494664216;0,7972;0,2028
4;19/04/2015;40;0.0033263686079;0,8976;0,1024
3;19/04/2015;30;0.0036703364075;0,9893;0,0107
2;19/04/2015;20;0.00367184399;0,9897;0,0103
1;19/04/2015;10;0.0036730165541;0,9897;0,0103
0;19/04/2015;0;0.0036823970673;0,9925;0,0075
12;20/04/2015;100;0.0001666666667;0;1
11;20/04/2015;95;0.0012464178475;0,326;0,674
10;20/04/2015;90;0.0015521028598;0,3986;0,6014
9;20/04/2015;85;0.0017638930608;0,449;0,551
8;20/04/2015;80;0.0019749615628;0,4991;0,5009
7;20/04/2015;70;0.0023964281606;0,5993;0,4007
6;20/04/2015;60;0.0028175980088;0,6994;0,3006
5;20/04/2015;50;0.003238680339;0,7995;0,2005
4;20/04/2015;40;0.0036597435356;0,8996;0,1004
3;20/04/2015;30;0.0040370084649;0,9893;0,0107
2;20/04/2015;20;0.0040386988113;0,9897;0,0103
1;20/04/2015;10;0.0040400135251;0,9897;0,0103
0;20/04/2015;0;0.004050531236;0,9925;0,0075
12;23/04/2015;100;5.55555556e-05;0;1
11;23/04/2015;95;0.0015807831307;0,3343;0,6657
10;23/04/2015;90;0.0018997218178;0,4;0,6
9;23/04/2015;85;0.0021423953783;0,45;0,55
8;23/04/2015;80;0.0023850689389;0,5;0,5
7;23/04/2015;70;0.00287041606;0,6;0,4
6;23/04/2015;60;0.0033557631811;0,7;0,3
5;23/04/2015;50;0.0038411103022;0,8;0,2
4;23/04/2015;40;0.0043264574233;0,9;0,1
3;23/04/2015;30;0.0047598030672;0,9893;0,0107
2;23/04/2015;20;0.0047617531226;0,9897;0,0103
1;23/04/2015;10;0.0047632698323;0,9897;0,0103
0;23/04/2015;0;0.0047754035104;0,9925;0,0075
12;24/04/2015;100;5.55555556e-05;0;1
11;24/04/2015;95;9.90287468e-05;0,3448;0,6552
10;24/04/2015;90;0.0001215498066;0,4;0,6
9;24/04/2015;85;0.0001419518658;0,45;0,55
8;24/04/2015;80;0.0001623539249;0,5;0,5
7;24/04/2015;70;0.0002031580433;0,6;0,4
6;24/04/2015;60;0.0002439621616;0,7;0,3
5;24/04/2015;50;0.0002847662799;0,8;0,2
4;24/04/2015;40;0.0003255703982;0,9;0,1
3;24/04/2015;30;0.0003620026467;0,9893;0,0107
2;24/04/2015;20;0.0003621665919;0,9897;0,0103
1;24/04/2015;10;0.0003622941047;0,9897;0,0103
0;24/04/2015;0;0.0003633142077;0,9925;0,0075
12;25/04/2015;100;5.55555556e-05;0;1
11;25/04/2015;95;-0.0010395763296;0,3455;0,6545
10;25/04/2015;90;-0.0011971030854;0,4;0,6
9;25/04/2015;85;-0.0013415326377;0,45;0,55
8;25/04/2015;80;-0.00148596219;0,5;0,5
7;25/04/2015;70;-0.0017748212947;0,6;0,4
6;25/04/2015;60;-0.0020636803994;0,7;0,3
5;25/04/2015;50;-0.002352539504;0,8;0,2
4;25/04/2015;40;-0.0026413986087;0,9;0,1
3;25/04/2015;30;-0.0028993085236;0,9893;0,0107
2;25/04/2015;20;-0.0029004691182;0,9897;0,0103
1;25/04/2015;10;-0.0029013718029;0,9897;0,0103
0;25/04/2015;0;-0.0029085932805;0,9925;0,0075
12;26/04/2015;100;5.55555556e-05;0;1
11;26/04/2015;95;0.002151378407;0,3385;0,6615
10;26/04/2015;90;0.0025215565675;0,3957;0,6043
9;26/04/2015;85;0.002851213685;0,4466;0,5534
8;26/04/2015;80;0.0031780200183;0,497;0,503
7;26/04/2015;70;0.0038289693884;0,5975;0,4025
6;26/04/2015;60;0.0044788216735;0,6978;0,3022
5;26/04/2015;50;0.0051284605335;0,7981;0,2019
4;26/04/2015;40;0.0057781807393;0,8984;0,1016
3;26/04/2015;30;0.0063668614253;0,9893;0,0107
2;26/04/2015;20;0.0063694641669;0,9897;0,0103
1;26/04/2015;10;0.0063714885214;0,9897;0,0103
0;26/04/2015;0;0.0063876833577;0,9925;0,0075
12;27/04/2015;100;0.0001666666667;0;1
11;27/04/2015;95;0.000776956902;0,35;0,65
10;27/04/2015;90;0.000905807888;0,4;0,6
9;27/04/2015;85;0.001034658874;0,45;0,55
8;27/04/2015;80;0.00116350986;0,5;0,5
7;27/04/2015;70;0.0014212118319;0,6;0,4
6;27/04/2015;60;0.0016789138039;0,7;0,3
5;27/04/2015;50;0.0019366157759;0,8;0,2
4;27/04/2015;40;0.0021943177479;0,9;0,1
3;27/04/2015;30;0.0024244087943;0,9893;0,0107
2;27/04/2015;20;0.0024254442041;0,9897;0,0103
1;27/04/2015;10;0.0024262495227;0,9897;0,0103
0;27/04/2015;0;0.002432692072;0,9925;0,0075
12;30/04/2015;100;5.55555556e-05;0;1
11;30/04/2015;95;0.0002621195062;0,35;0,65
10;30/04/2015;90;0.0003055175309;0,4;0,6
9;30/04/2015;85;0.0003489155556;0,45;0,55
8;30/04/2015;80;0.0003923135803;0,5;0,5
7;30/04/2015;70;0.0004791096297;0,6;0,4
6;30/04/2015;60;0.0005659056791;0,7;0,3
5;30/04/2015;50;0.0006527017285;0,8;0,2
4;30/04/2015;40;0.0007394977779;0,9;0,1
3;30/04/2015;30;0.0008169942506;0,9893;0,0107
2;30/04/2015;20;0.0008173429847;0,9897;0,0103
1;30/04/2015;10;0.0008176142224;0,9897;0,0103
0;30/04/2015;0;0.0008197841236;0,9925;0,0075
12;01/05/2015;100;5.55555556e-05;0;1
11;01/05/2015;95;0.0009811600722;0,35;0,65
10;01/05/2015;90;0.0011272781778;0,4;0,6
9;01/05/2015;85;0.0012733962833;0,45;0,55
8;01/05/2015;80;0.0014195143889;0,5;0,5
7;01/05/2015;70;0.0017117506;0,6;0,4
6;01/05/2015;60;0.0020039868111;0,7;0,3
5;01/05/2015;50;0.0022962230222;0,8;0,2
4;01/05/2015;40;0.0025884592333;0,9;0,1
3;01/05/2015;30;0.0028493844218;0,9893;0,0107
2;01/05/2015;20;0.0028505585851;0,9897;0,0103
1;01/05/2015;10;0.0028514718233;0,9897;0,0103
0;01/05/2015;0;0.0028587777286;0,9925;0,0075
12;02/05/2015;100;5.55555556e-05;0;1
11;02/05/2015;95;-0.0003457589127;0,35;0,65
10;02/05/2015;90;-0.0003892006621;0,4;0,6
9;02/05/2015;85;-0.0004326424116;0,45;0,55
8;02/05/2015;80;-0.000476084161;0,5;0,5
7;02/05/2015;70;-0.0005629676599;0,6;0,4
6;02/05/2015;60;-0.0006498511587;0,7;0,3
5;02/05/2015;50;-0.0007367346576;0,8;0,2
4;02/05/2015;40;-0.0008236181564;0,9;0,1
3;02/05/2015;30;-0.000901192709;0,9893;0,0107
2;02/05/2015;20;-0.0009015417945;0,9897;0,0103
1;02/05/2015;10;-0.0009018133054;0,9897;0,0103
0;02/05/2015;0;-0.0009039853929;0,9925;0,0075
12;03/05/2015;100;5.55555556e-05;0;1
11;03/05/2015;95;-0.0005713193961;0,3477;0,6523
10;03/05/2015;90;-0.0006488531793;0,3986;0,6014
9;03/05/2015;85;-0.0007254722611;0,4489;0,5511
8;03/05/2015;80;-0.0008018676328;0,499;0,501
7;03/05/2015;70;-0.0009544479098;0,5992;0,4008
6;03/05/2015;60;-0.0011069395124;0,6993;0,3007
5;03/05/2015;50;-0.0012594115464;0,7994;0,2006
4;03/05/2015;40;-0.0014118870518;0,8995;0,1005
3;03/05/2015;30;-0.0015486497483;0,9893;0,0107
2;03/05/2015;20;-0.0015492617902;0,9897;0,0103
1;03/05/2015;10;-0.0015497378228;0,9897;0,0103
0;03/05/2015;0;-0.0015535460832;0,9925;0,0075
12;04/05/2015;100;0.0001666666667;0;1
11;04/05/2015;95;-0.0002139610754;0,3439;0,6561
10;04/05/2015;90;-0.0002275065751;0,3963;0,6037
9;04/05/2015;85;-0.0002406436795;0,447;0,553
8;04/05/2015;80;-0.0002536807385;0,4974;0,5026
7;04/05/2015;70;-0.000279660887;0,5979;0,4021
6;04/05/2015;60;-0.000305601763;0,6982;0,3018
5;04/05/2015;50;-0.0003315343651;0,7984;0,2016
4;04/05/2015;40;-0.0003574690382;0,8987;0,1013
3;04/05/2015;30;-0.0003809134953;0,9893;0,0107
2;04/05/2015;20;-0.0003810174313;0,9897;0,0103
1;04/05/2015;10;-0.0003810982704;0,9897;0,0103
0;04/05/2015;0;-0.0003817449832;0,9925;0,0075
12;07/05/2015;100;5.55555556e-05;0;1
11;07/05/2015;95;0.0019715098515;0,3425;0,6575
10;07/05/2015;90;0.0022828703779;0,3954;0,6046
9;07/05/2015;85;0.0025826060731;0,4464;0,5536
8;07/05/2015;80;0.0028794852076;0,4969;0,5031
7;07/05/2015;70;0.0034705390148;0,5975;0,4025
6;07/05/2015;60;0.0040604345491;0,6978;0,3022
5;07/05/2015;50;0.0046500539724;0,7981;0,2019
4;07/05/2015;40;0.0052396917012;0,8984;0,1016
3;07/05/2015;30;0.0057737072167;0,9893;0,0107
2;07/05/2015;20;0.0057760690563;0,9897;0,0103
1;07/05/2015;10;0.0057779060427;0,9897;0,0103
0;07/05/2015;0;0.0057926019333;0,9925;0,0075
12;08/05/2015;100;5.55555556e-05;0;1
11;08/05/2015;95;0.0018381699841;0,35;0,65
10;08/05/2015;90;0.002106718077;0,4;0,6
9;08/05/2015;85;0.00237526617;0,45;0,55
8;08/05/2015;80;0.002643814263;0,5;0,5
7;08/05/2015;70;0.0031809104489;0,6;0,4
6;08/05/2015;60;0.0037180066348;0,7;0,3
5;08/05/2015;50;0.0042551028207;0,8;0,2
4;08/05/2015;40;0.0047921990067;0,9;0,1
3;08/05/2015;30;0.0052717491727;0,9893;0,0107
2;08/05/2015;20;0.0052739071484;0,9897;0,0103
1;08/05/2015;10;0.005275585574;0,9897;0,0103
0;08/05/2015;0;0.0052890129786;0,9925;0,0075
12;09/05/2015;100;5.55555556e-05;0;1
11;09/05/2015;95;-0.0003756742344;0,35;0,65
10;09/05/2015;90;-0.0004233896012;0,4;0,6
9;09/05/2015;85;-0.0004711049681;0,45;0,55
8;09/05/2015;80;-0.0005188203349;0,5;0,5
7;09/05/2015;70;-0.0006142510685;0,6;0,4
6;09/05/2015;60;-0.0007096818022;0,7;0,3
5;09/05/2015;50;-0.0008051125358;0,8;0,2
4;09/05/2015;40;-0.0009005432694;0,9;0,1
3;09/05/2015;30;-0.0009857492816;0,9893;0,0107
2;09/05/2015;20;-0.0009861327087;0,9897;0,0103
1;09/05/2015;10;-0.0009864309297;0,9897;0,0103
0;09/05/2015;0;-0.0009888166981;0,9925;0,0075
12;10/05/2015;100;5.55555556e-05;0;1
11;10/05/2015;95;0.0013958913204;0,3475;0,6525
10;10/05/2015;90;0.0016067643352;0,3985;0,6015
9;10/05/2015;85;0.0018149427726;0,4488;0,5512
8;10/05/2015;80;0.0020224623768;0,499;0,501
7;10/05/2015;70;0.0024368822582;0,5991;0,4009
6;10/05/2015;60;0.0028510418726;0,6993;0,3007
5;10/05/2015;50;0.003265144817;0,7994;0,2006
4;10/05/2015;40;0.003679258972;0,8995;0,1005
3;10/05/2015;30;0.0040508576317;0,9893;0,0107
2;10/05/2015;20;0.004052519758;0,9897;0,0103
1;10/05/2015;10;0.0040538125229;0,9897;0,0103
0;10/05/2015;0;0.004064154642;0,9925;0,0075
12;11/05/2015;100;0.0001666666667;0;1
11;11/05/2015;95;0.0016346585891;0,35;0,65
10;11/05/2015;90;0.0018860383875;0,4;0,6
9;11/05/2015;85;0.002137418186;0,45;0,55
8;11/05/2015;80;0.0023887979844;0,5;0,5
7;11/05/2015;70;0.0028915575813;0,6;0,4
6;11/05/2015;60;0.0033943171782;0,7;0,3
5;11/05/2015;50;0.0038970767751;0,8;0,2
4;11/05/2015;40;0.004399836372;0,9;0,1
3;11/05/2015;30;0.0048487288692;0,9893;0,0107
2;11/05/2015;20;0.0048507488854;0,9897;0,0103
1;11/05/2015;10;0.0048523200091;0,9897;0,0103
0;11/05/2015;0;0.0048648889991;0,9925;0,0075
12;14/05/2015;100;5.55555556e-05;0;1
11;14/05/2015;95;0.0003858836871;0,35;0,65
10;14/05/2015;90;0.0004469623091;0,4;0,6
9;14/05/2015;85;0.0005080409311;0,45;0,55
8;14/05/2015;80;0.0005691195531;0,5;0,5
7;14/05/2015;70;0.000691276797;0,6;0,4
6;14/05/2015;60;0.0008134340409;0,7;0,3
5;14/05/2015;50;0.0009355912849;0,8;0,2
4;14/05/2015;40;0.0010577485288;0,9;0,1
3;14/05/2015;30;0.0011668174966;0,9893;0,0107
2;14/05/2015;20;0.001167308307;0,9897;0,0103
1;14/05/2015;10;0.0011676900484;0,9897;0,0103
0;14/05/2015;0;0.0011707439795;0,9925;0,0075
12;15/05/2015;100;5.55555556e-05;0;1
11;15/05/2015;95;0.0023949727935;0,35;0,65
10;15/05/2015;90;0.0027430641449;0,4;0,6
9;15/05/2015;85;0.0030911554964;0,45;0,55
8;15/05/2015;80;0.0034392468478;0,5;0,5
7;15/05/2015;70;0.0041354295507;0,6;0,4
6;15/05/2015;60;0.0048316122536;0,7;0,3
5;15/05/2015;50;0.0055277949565;0,8;0,2
4;15/05/2015;40;0.0062239776594;0,9;0,1
3;15/05/2015;30;0.0068455693584;0,9893;0,0107
2;15/05/2015;20;0.0068483665211;0,9897;0,0103
1;15/05/2015;10;0.006850542092;0,9897;0,0103
0;15/05/2015;0;0.0068679466596;0,9925;0,0075
12;16/05/2015;100;5.55555556e-05;0;1
11;16/05/2015;95;0.0009369980981;0,35;0,65
10;16/05/2015;90;0.0010768073502;0,4;0,6
9;16/05/2015;85;0.0012166166024;0,45;0,55
8;16/05/2015;80;0.0013564258545;0,5;0,5
7;16/05/2015;70;0.0016360443587;0,6;0,4
6;16/05/2015;60;0.0019156628629;0,7;0,3
5;16/05/2015;50;0.0021952813671;0,8;0,2
4;16/05/2015;40;0.0024748998714;0,9;0,1
3;16/05/2015;30;0.0027245592501;0,9893;0,0107
2;16/05/2015;20;0.0027256827173;0,9897;0,0103
1;16/05/2015;10;0.0027265565252;0,9897;0,0103
0;16/05/2015;0;0.0027335469878;0,9925;0,0075
12;17/05/2015;100;5.55555556e-05;0;1
11;17/05/2015;95;-0.0011234970853;0,35;0,65
10;17/05/2015;90;-0.0012780442879;0,4;0,6
9;17/05/2015;85;-0.0014325914906;0,45;0,55
8;17/05/2015;80;-0.0015871386932;0,5;0,5
7;17/05/2015;70;-0.0018962330986;0,6;0,4
6;17/05/2015;60;-0.0022053275039;0,7;0,3
5;17/05/2015;50;-0.0025144219092;0,8;0,2
4;17/05/2015;40;-0.0028235163145;0,9;0,1
3;17/05/2015;30;-0.0030994934621;0,9893;0,0107
2;17/05/2015;20;-0.0031007353593;0,9897;0,0103
1;17/05/2015;10;-0.0031017012793;0,9897;0,0103
0;17/05/2015;0;-0.0031094286394;0,9925;0,0075
12;18/05/2015;100;0.0001666666667;0;1
11;18/05/2015;95;-4.81640222e-05;0,3425;0,6575
10;18/05/2015;90;-3.63033129e-05;0,3954;0,6046
9;18/05/2015;85;-2.48742759e-05;0,4463;0,5537
8;18/05/2015;80;-1.35505534e-05;0,4968;0,5032
7;18/05/2015;70;8.9985255e-06;0,5973;0,4027
6;18/05/2015;60;3.15071147e-05;0,6977;0,3023
5;18/05/2015;50;5.40078627e-05;0,798;0,202
4;18/05/2015;40;7.6511661e-05;0,8983;0,1017
3;18/05/2015;30;9.69218133e-05;0,9893;0,0107
2;18/05/2015;20;9.7011944e-05;0,9897;0,0103
1;18/05/2015;10;9.70820456e-05;0,9897;0,0103
0;18/05/2015;0;9.76428589e-05;0,9925;0,0075
12;21/05/2015;100;5.55555556e-05;0;1
11;21/05/2015;95;3.67718678e-05;0,3422;0,6578
10;21/05/2015;90;4.89348066e-05;0,3953;0,6047
9;21/05/2015;85;6.06285866e-05;0,4463;0,5537
8;21/05/2015;80;7.22076572e-05;0,4968;0,5032
7;21/05/2015;70;9.52577249e-05;0,5974;0,4026
6;21/05/2015;60;0.0001182620111;0,6977;0,3023
5;21/05/2015;50;0.000141255907;0,798;0,202
4;21/05/2015;40;0.0001642512149;0,8983;0,1017
3;21/05/2015;30;0.0001850960317;0,9893;0,0107
2;21/05/2015;20;0.0001851881284;0,9897;0,0103
1;21/05/2015;10;0.0001852597593;0,9897;0,0103
0;21/05/2015;0;0.0001858328058;0,9925;0,0075
12;22/05/2015;100;5.55555556e-05;0;1
11;22/05/2015;95;0.0002207140066;0,3424;0,6576
10;22/05/2015;90;0.0002613181114;0,3954;0,6046
9;22/05/2015;85;0.0003003898782;0,4464;0,5536
8;22/05/2015;80;0.0003390869351;0,4969;0,5031
7;22/05/2015;70;0.0004161269445;0,5975;0,4025
6;22/05/2015;60;0.0004930153521;0,6978;0,3022
5;22/05/2015;50;0.0005698675008;0,7981;0,2019
4;22/05/2015;40;0.0006467218425;0,8984;0,1016
3;22/05/2015;30;0.0007163232058;0,9893;0,0107
2;22/05/2015;20;0.0007166310536;0,9897;0,0103
1;22/05/2015;10;0.0007168704909;0,9897;0,0103
0;22/05/2015;0;0.0007187859887;0,9925;0,0075
12;23/05/2015;100;5.55555556e-05;0;1
11;23/05/2015;95;0.0015324407668;0,3439;0,6561
10;23/05/2015;90;0.0017725835594;0,3964;0,6036
9;23/05/2015;85;0.0020051862364;0,4472;0,5528
8;23/05/2015;80;0.002235948723;0,4976;0,5024
7;23/05/2015;70;0.002695725031;0,5981;0,4019
6;23/05/2015;60;0.0031547362167;0,6984;0,3016
5;23/05/2015;50;0.0036135450867;0,7986;0,2014
4;23/05/2015;40;0.0040723390276;0,8988;0,1012
3;23/05/2015;30;0.0044863371738;0,9893;0,0107
2;23/05/2015;20;0.0044881761646;0,9897;0,0103
1;23/05/2015;10;0.0044896064907;0,9897;0,0103
0;23/05/2015;0;0.0045010490997;0,9925;0,0075
12;24/05/2015;100;5.55555556e-05;0;1
11;24/05/2015;95;0.0007049171739;0,35;0,65
10;24/05/2015;90;0.0008115720083;0,4;0,6
9;24/05/2015;85;0.0009182268426;0,45;0,55
8;24/05/2015;80;0.001024881677;0,5;0,5
7;24/05/2015;70;0.0012381913458;0,6;0,4
6;24/05/2015;60;0.0014515010145;0,7;0,3
5;24/05/2015;50;0.0016648106832;0,8;0,2
4;24/05/2015;40;0.001878120352;0,9;0,1
3;24/05/2015;30;0.0020685754133;0,9893;0,0107
2;24/05/2015;20;0.0020694324611;0,9897;0,0103
1;24/05/2015;10;0.0020700990538;0,9897;0,0103
0;24/05/2015;0;0.0020754317955;0,9925;0,0075
12;25/05/2015;100;0.0001666666667;0;1
11;25/05/2015;95;0.0011963397009;0,35;0,65
10;25/05/2015;90;0.0013851025153;0,4;0,6
9;25/05/2015;85;0.0015738653297;0,45;0,55
8;25/05/2015;80;0.0017626281441;0,5;0,5
7;25/05/2015;70;0.002140153773;0,6;0,4
6;25/05/2015;60;0.0025176794018;0,7;0,3
5;25/05/2015;50;0.0028952050306;0,8;0,2
4;25/05/2015;40;0.0032727306595;0,9;0,1
3;25/05/2015;30;0.0036098071138;0,9893;0,0107
2;25/05/2015;20;0.0036113239578;0,9897;0,0103
1;25/05/2015;10;0.0036125037254;0,9897;0,0103
0;25/05/2015;0;0.0036219418661;0,9925;0,0075
12;28/05/2015;100;5.55555556e-05;0;1
11;28/05/2015;95;-0.0002842575698;0,35;0,65
10;28/05/2015;90;-0.0003189134131;0,4;0,6
9;28/05/2015;85;-0.0003535692564;0,45;0,55
8;28/05/2015;80;-0.0003882250997;0,5;0,5
7;28/05/2015;70;-0.0004575367863;0,6;0,4
6;28/05/2015;60;-0.0005268484729;0,7;0,3
5;28/05/2015;50;-0.0005961601595;0,8;0,2
4;28/05/2015;40;-0.0006654718461;0,9;0,1
3;28/05/2015;30;-0.0007273572805;0,9893;0,0107
2;28/05/2015;20;-0.000727635765;0,9897;0,0103
1;28/05/2015;10;-0.000727852364;0,9897;0,0103
0;28/05/2015;0;-0.0007295851562;0,9925;0,0075
12;29/05/2015;100;5.55555556e-05;0;1
11;29/05/2015;95;-0.0010310918165;0,3481;0,6519
10;29/05/2015;90;-0.0011753161283;0,3989;0,6011
9;29/05/2015;85;-0.0013181310602;0,4491;0,5509
8;29/05/2015;80;-0.0014606010373;0,4992;0,5008
7;29/05/2015;70;-0.0017452157477;0,5994;0,4006
6;29/05/2015;60;-0.0020296924799;0,6994;0,3006
5;29/05/2015;50;-0.0023141376846;0,7995;0,2005
4;29/05/2015;40;-0.0025985868507;0,8996;0,1004
3;29/05/2015;30;-0.002853497861;0,9893;0,0107
2;29/05/2015;20;-0.0028546398502;0,9897;0,0103
1;29/05/2015;10;-0.0028555280641;0,9897;0,0103
0;29/05/2015;0;-0.0028626337747;0,9925;0,0075
12;30/05/2015;100;5.55555556e-05;0;1
11;30/05/2015;95;-6.55604097e-05;0,3412;0,6588
10;30/05/2015;90;-6.9297409e-05;0,3946;0,6054
9;30/05/2015;85;-7.28766137e-05;0,4457;0,5543
8;30/05/2015;80;-7.64171869e-05;0,4963;0,5037
7;30/05/2015;70;-8.34621324e-05;0,5969;0,4031
6;30/05/2015;60;-9.04920653e-05;0,6973;0,3027
5;30/05/2015;50;-9.75189717e-05;0,7977;0,2023
4;30/05/2015;40;-0.000104546853;0,898;0,102
3;30/05/2015;30;-0.000110936113;0,9893;0,0107
2;30/05/2015;20;-0.0001109642459;0,9897;0,0103
1;30/05/2015;10;-0.000110986127;0,9897;0,0103
0;30/05/2015;0;-0.0001111611762;0,9925;0,0075
12;31/05/2015;100;5.55555556e-05;0;1
11;31/05/2015;95;0.0011028373022;0,3408;0,6592
10;31/05/2015;90;0.0012826949244;0,3944;0,6056
9;31/05/2015;85;0.0014545714263;0,4455;0,5545
8;31/05/2015;80;0.0016244921249;0,4961;0,5039
7;31/05/2015;70;0.0019624963737;0,5968;0,4032
6;31/05/2015;60;0.0022997330212;0,6972;0,3028
5;31/05/2015;50;0.0026368083042;0,7976;0,2024
4;31/05/2015;40;0.0029739246103;0,898;0,102
3;31/05/2015;30;0.0032805718869;0,9893;0,0107
2;31/05/2015;20;0.0032819211715;0,9897;0,0103
1;31/05/2015;10;0.0032829706151;0,9897;0,0103
0;31/05/2015;0;0.0032913661638;0,9925;0,0075
12;01/06/2015;100;0.0001111111111;0;1
11;01/06/2015;95;0.0007301698695;0,3481;0,6519
10;01/06/2015;90;0.0008489686555;0,399;0,601
9;01/06/2015;85;0.0009664391522;0,4493;0,5507
8;01/06/2015;80;0.0010835967696;0,4994;0,5006
7;01/06/2015;70;0.0013176126883;0,5995;0,4005
6;01/06/2015;60;0.0015514888195;0,6996;0,3004
5;01/06/2015;50;0.0017853169225;0,7997;0,2003
4;01/06/2015;40;0.0020191272055;0,8998;0,1002
3;01/06/2015;30;0.0022283253736;0,9893;0,0107
2;01/06/2015;20;0.0022292642241;0,9897;0,0103
1;01/06/2015;10;0.0022299944412;0,9897;0,0103
0;01/06/2015;0;0.002235836178;0,9925;0,0075
12;04/06/2015;100;5.55555556e-05;0;1
11;04/06/2015;95;0.0009836860048;0,35;0,65
10;04/06/2015;90;0.0011301649579;0,4;0,6
9;04/06/2015;85;0.001276643911;0,45;0,55
8;04/06/2015;80;0.001423122864;0,5;0,5
7;04/06/2015;70;0.0017160807702;0,6;0,4
6;04/06/2015;60;0.0020090386763;0,7;0,3
5;04/06/2015;50;0.0023019965825;0,8;0,2
4;04/06/2015;40;0.0025949544886;0,9;0,1
3;04/06/2015;30;0.0028565240477;0,9893;0,0107
2;04/06/2015;20;0.0028577011107;0,9897;0,0103
1;04/06/2015;10;0.0028586166042;0,9897;0,0103
0;04/06/2015;0;0.0028659405518;0,9925;0,0075
12;05/06/2015;100;5.55555556e-05;0;1
11;05/06/2015;95;0.0006941695003;0,35;0,65
10;05/06/2015;90;0.0007992889528;0,4;0,6
9;05/06/2015;85;0.0009044084052;0,45;0,55
8;05/06/2015;80;0.0010095278576;0,5;0,5
7;05/06/2015;70;0.0012197667625;0,6;0,4
6;05/06/2015;60;0.0014300056674;0,7;0,3
5;05/06/2015;50;0.0016402445722;0,8;0,2
4;05/06/2015;40;0.0018504834771;0,9;0,1
3;05/06/2015;30;0.002038196785;0,9893;0,0107
2;05/06/2015;20;0.0020390414949;0,9897;0,0103
1;05/06/2015;10;0.0020396984915;0,9897;0,0103
0;05/06/2015;0;0.0020449544641;0,9925;0,0075
12;06/06/2015;100;5.55555556e-05;0;1
11;06/06/2015;95;0.0037417629491;0,35;0,65
10;06/06/2015;90;0.0042822528943;0,4;0,6
9;06/06/2015;85;0.0048227428394;0,45;0,55
8;06/06/2015;80;0.0053632327845;0,5;0,5
7;06/06/2015;70;0.0064442126747;0,6;0,4
6;06/06/2015;60;0.007525192565;0,7;0,3
5;06/06/2015;50;0.0086061724552;0,8;0,2
4;06/06/2015;40;0.0096871523454;0,9;0,1
3;06/06/2015;30;0.0106523129617;0,9893;0,0107
2;06/06/2015;20;0.0106566561845;0,9897;0,0103
1;06/06/2015;10;0.0106600342466;0,9897;0,0103
0;06/06/2015;0;0.0106870587439;0,9925;0,0075
12;07/06/2015;100;5.55555556e-05;0;1
11;07/06/2015;95;0.0003487093113;0,35;0,65
10;07/06/2015;90;0.0004044773082;0,4;0,6
9;07/06/2015;85;0.0004602453051;0,45;0,55
8;07/06/2015;80;0.0005160133019;0,5;0,5
7;07/06/2015;70;0.0006275492956;0,6;0,4
6;07/06/2015;60;0.0007390852893;0,7;0,3
5;07/06/2015;50;0.0008506212831;0,8;0,2
4;07/06/2015;40;0.0009621572768;0,9;0,1
3;07/06/2015;30;0.0010617429854;0,9893;0,0107
2;07/06/2015;20;0.0010621911211;0,9897;0,0103
1;07/06/2015;10;0.0010625396711;0,9897;0,0103
0;07/06/2015;0;0.001065328071;0,9925;0,0075
12;08/06/2015;100;0.0001666666667;0;1
11;08/06/2015;95;5.68391572e-05;0,35;0,65
10;08/06/2015;90;8.28161796e-05;0,4;0,6
9;08/06/2015;85;0.0001087932021;0,45;0,55
8;08/06/2015;80;0.0001347702245;0,5;0,5
7;08/06/2015;70;0.0001867242694;0,6;0,4
6;08/06/2015;60;0.0002386783144;0,7;0,3
5;08/06/2015;50;0.0002906323593;0,8;0,2
4;08/06/2015;40;0.0003425864042;0,9;0,1
3;08/06/2015;30;0.0003889739443;0,9893;0,0107
2;08/06/2015;20;0.0003891826882;0,9897;0,0103
1;08/06/2015;10;0.0003893450446;0,9897;0,0103
0;08/06/2015;0;0.0003906438957;0,9925;0,0075
12;11/06/2015;100;5.55555556e-05;0;1
11;11/06/2015;95;0.000427596944;0,35;0,65
10;11/06/2015;90;0.0004946346027;0,4;0,6
9;11/06/2015;85;0.0005616722613;0,45;0,55
8;11/06/2015;80;0.00062870992;0,5;0,5
7;11/06/2015;70;0.0007627852373;0,6;0,4
6;11/06/2015;60;0.0008968605547;0,7;0,3
5;11/06/2015;50;0.001030935872;0,8;0,2
4;11/06/2015;40;0.0011650111894;0,9;0,1
3;11/06/2015;30;0.0012847212941;0,9893;0,0107
2;11/06/2015;20;0.0012852599896;0,9897;0,0103
1;11/06/2015;10;0.001285678975;0,9897;0,0103
0;11/06/2015;0;0.0012890308579;0,9925;0,0075
12;12/06/2015;100;5.55555556e-05;0;1
11;12/06/2015;95;-4.56750525e-05;0,35;0,65
10;12/06/2015;90;-4.6247679e-05;0,4;0,6
9;12/06/2015;85;-4.68203056e-05;0,45;0,55
8;12/06/2015;80;-4.73929321e-05;0,5;0,5
7;12/06/2015;70;-4.85381852e-05;0,6;0,4
6;12/06/2015;60;-4.96834383e-05;0,7;0,3
5;12/06/2015;50;-5.08286914e-05;0,8;0,2
4;12/06/2015;40;-5.19739445e-05;0,9;0,1
3;12/06/2015;30;-5.29964919e-05;0,9893;0,0107
2;12/06/2015;20;-5.30010934e-05;0,9897;0,0103
